folder,model,file,path,precision,recall,f1,loose_precision,loose_recall,loose_f1,unlabeled_precision,unlabeled_recall,unlabeled_f1
person,mono,african_conll_7_results_mono.iob2,../predictions\person\mono\african_conll_7_results_mono.iob2,0.6736273627362737,0.6625354107648725,0.66803534767473,0.8574257425742574,0.8479107648725213,0.66803534767473,0.7202520252025203,0.7083923512747875,0.66803534767473
person,mono,african_conll_8_results_mono.iob2,../predictions\person\mono\african_conll_8_results_mono.iob2,0.6751706791232482,0.6653682719546742,0.6702336365257713,0.8625583902263744,0.8542847025495751,0.6702336365257713,0.7184692777578153,0.7080382436260623,0.6702336365257713
person,mono,african_conll_9_results_mono.iob2,../predictions\person\mono\african_conll_9_results_mono.iob2,0.6721723518850987,0.6628895184135978,0.6674986628632555,0.8605026929982047,0.8523371104815864,0.6674986628632555,0.7172351885098743,0.7073300283286119,0.6674986628632555
person,mono,american_conll_10_results_mono.iob2,../predictions\person\mono\american_conll_10_results_mono.iob2,0.6866260308354248,0.6781161473087819,0.6823445572777481,0.8675152384367156,0.8608356940509915,0.6823445572777481,0.7269630692004303,0.7179532577903682,0.6823445572777481
person,mono,american_conll_1_results_mono.iob2,../predictions\person\mono\american_conll_1_results_mono.iob2,0.6847962663794651,0.6755799539578538,0.6801568907113568,0.869323281278047,0.862758987072782,0.6801568907113568,0.7237479806138933,0.7140074375774748,0.6801568907113568
person,mono,american_conll_2_results_mono.iob2,../predictions\person\mono\american_conll_2_results_mono.iob2,0.6865350089766606,0.6777738390641617,0.6821262932572244,0.866786355475763,0.8603332151719248,0.6821262932572244,0.7269299820466787,0.717653314427508,0.6821262932572244
person,mono,american_conll_3_results_mono.iob2,../predictions\person\mono\american_conll_3_results_mono.iob2,0.6885657871118291,0.6792987426952364,0.6839008735960064,0.8691437802907916,0.8616964760049584,0.6839008735960064,0.7280560043080236,0.7182574818487693,0.6839008735960064
person,mono,american_conll_4_results_mono.iob2,../predictions\person\mono\american_conll_4_results_mono.iob2,0.6865243136551229,0.6774079320113314,0.6819356563586132,0.8664991925354387,0.8601274787535411,0.6819356563586132,0.7281535977032119,0.7184844192634561,0.6819356563586132
person,mono,american_conll_5_results_mono.iob2,../predictions\person\mono\american_conll_5_results_mono.iob2,0.6828699551569507,0.6741632725340889,0.6784886829442167,0.8667264573991031,0.8602797945811935,0.6784886829442167,0.7237668161434978,0.7145386931113866,0.6784886829442167
person,mono,american_conll_6_results_mono.iob2,../predictions\person\mono\american_conll_6_results_mono.iob2,0.683737646001797,0.6739284449167552,0.6787976094906787,0.8675651392632525,0.8600779312787814,0.6787976094906787,0.7248876909254268,0.7144881331916401,0.6787976094906787
person,mono,american_conll_7_results_mono.iob2,../predictions\person\mono\american_conll_7_results_mono.iob2,0.6898347701149425,0.6801841685850895,0.6849754792688365,0.8710488505747126,0.863644412962635,0.6849754792688365,0.7280890804597702,0.717903311492828,0.6849754792688365
person,mono,american_conll_8_results_mono.iob2,../predictions\person\mono\american_conll_8_results_mono.iob2,0.6864680545585068,0.6773508057375598,0.6818789553436135,0.8677315147164394,0.8606339649371347,0.6818789553436135,0.7272074659009332,0.7175491411368868,0.6818789553436135
person,mono,american_conll_9_results_mono.iob2,../predictions\person\mono\american_conll_9_results_mono.iob2,0.6880387931034483,0.6784133168053834,0.6831921533660277,0.8696120689655172,0.8620506463608996,0.6831921533660277,0.727191091954023,0.7170178856029751,0.6831921533660277
person,mono,arabic_conll_10_results_mono.iob2,../predictions\person\mono\arabic_conll_10_results_mono.iob2,0.6909123563218391,0.6811260623229461,0.685984308131241,0.8728448275862069,0.865084985835694,0.685984308131241,0.7280890804597702,0.7177762039660056,0.685984308131241
person,mono,arabic_conll_1_results_mono.iob2,../predictions\person\mono\arabic_conll_1_results_mono.iob2,0.6879152451068414,0.6782932011331445,0.6830703396630116,0.8707128748428802,0.8629603399433428,0.6830703396630116,0.7263422517507632,0.7161827195467422,0.6830703396630116
person,mono,arabic_conll_2_results_mono.iob2,../predictions\person\mono\arabic_conll_2_results_mono.iob2,0.6881951919626839,0.6791784702549575,0.683657102120834,0.8708288482238966,0.8638456090651558,0.683657102120834,0.7269465374955149,0.7174220963172805,0.683657102120834
person,mono,arabic_conll_3_results_mono.iob2,../predictions\person\mono\arabic_conll_3_results_mono.iob2,0.6891163793103449,0.6793555240793201,0.6842011412268189,0.8710488505747126,0.863314447592068,0.6842011412268189,0.7268318965517241,0.7165368271954674,0.6842011412268189
person,mono,arabic_conll_4_results_mono.iob2,../predictions\person\mono\arabic_conll_4_results_mono.iob2,0.6890364256235421,0.6798866855524079,0.6844309776312273,0.8731383455948323,0.8661473087818697,0.6844309776312273,0.7249237394581015,0.7152974504249292,0.6844309776312273
person,mono,arabic_conll_5_results_mono.iob2,../predictions\person\mono\arabic_conll_5_results_mono.iob2,0.6894510226049516,0.6804178470254958,0.684904651577259,0.8724434876210979,0.8657932011331445,0.684904651577259,0.7267671331180481,0.7172450424929179,0.684904651577259
person,mono,arabic_conll_6_results_mono.iob2,../predictions\person\mono\arabic_conll_6_results_mono.iob2,0.6870846057122328,0.6772308781869688,0.6821221578243424,0.8710256870846057,0.8634915014164306,0.6821221578243424,0.7253457876773846,0.714943342776204,0.6821221578243424
person,mono,arabic_conll_7_results_mono.iob2,../predictions\person\mono\arabic_conll_7_results_mono.iob2,0.690181295997128,0.6807719546742209,0.6854443355022729,0.8720157960868785,0.8643767705382436,0.6854443355022729,0.7280560043080236,0.7181303116147308,0.6854443355022729
person,mono,arabic_conll_8_results_mono.iob2,../predictions\person\mono\arabic_conll_8_results_mono.iob2,0.6889926378164841,0.6793555240793201,0.6841401444236427,0.8728676602621656,0.8654390934844193,0.6841401444236427,0.7259831208475489,0.7158286118980169,0.6841401444236427
person,mono,arabic_conll_9_results_mono.iob2,../predictions\person\mono\arabic_conll_9_results_mono.iob2,0.6896427930353617,0.6802407932011332,0.684909528478474,0.8723747980613893,0.8649079320113314,0.684909528478474,0.7266199964099802,0.71671388101983,0.684909528478474
person,mono,european_conll_10_results_mono.iob2,../predictions\person\mono\european_conll_10_results_mono.iob2,0.6844188557034905,0.6735127478753541,0.6789220060681779,0.8706369197553077,0.8622521246458924,0.6789220060681779,0.7205829435048579,0.709100566572238,0.6789220060681779
person,mono,european_conll_1_results_mono.iob2,../predictions\person\mono\european_conll_1_results_mono.iob2,0.676253819881359,0.6660764872521246,0.6711265721166713,0.8678770447600216,0.8597733711048159,0.6711265721166713,0.713284199173108,0.7025495750708215,0.6711265721166713
person,mono,european_conll_2_results_mono.iob2,../predictions\person\mono\european_conll_2_results_mono.iob2,0.6764494058336334,0.6651912181303116,0.6707730762363864,0.8667626935541952,0.8578257790368272,0.6707730762363864,0.7128195894850559,0.7009560906515581,0.6707730762363864
person,mono,european_conll_3_results_mono.iob2,../predictions\person\mono\european_conll_3_results_mono.iob2,0.6783015473191796,0.6674929178470255,0.6728538283062645,0.8709967614249731,0.8629603399433428,0.6728538283062645,0.7137459517812162,0.7023725212464589,0.6728538283062645
person,mono,european_conll_4_results_mono.iob2,../predictions\person\mono\european_conll_4_results_mono.iob2,0.685601294265684,0.6752832861189801,0.6804031754526804,0.8716519863383067,0.8634915014164306,0.6804031754526804,0.7204745640841272,0.7096317280453258,0.6804031754526804
person,mono,european_conll_5_results_mono.iob2,../predictions\person\mono\european_conll_5_results_mono.iob2,0.6764494058336334,0.6651912181303116,0.6707730762363864,0.867482895210659,0.8580028328611898,0.6707730762363864,0.7129996398991718,0.7011331444759207,0.6707730762363864
person,mono,european_conll_6_results_mono.iob2,../predictions\person\mono\european_conll_6_results_mono.iob2,0.6810313739632168,0.6687322946175638,0.6748257995354655,0.8690948431301839,0.859242209631728,0.6748257995354655,0.717273710782546,0.7043201133144475,0.6748257995354655
person,mono,european_conll_7_results_mono.iob2,../predictions\person\mono\european_conll_7_results_mono.iob2,0.6836606016933886,0.6719192634560907,0.6777390838467721,0.8693929021797874,0.8587110481586402,0.6777390838467721,0.7204107368041794,0.7080382436260623,0.6777390838467721
person,mono,european_conll_8_results_mono.iob2,../predictions\person\mono\european_conll_8_results_mono.iob2,0.6865537130497477,0.6743980169971672,0.6804215791354055,0.8714852198990627,0.8620750708215298,0.6804215791354055,0.7227829848594088,0.7099858356940509,0.6804215791354055
