Name
Abadi
Abdullah
Ahmad
Ali
Allah
Al Amin
Asghar
Ayad
Adel
Amer
Ashraf
Awad
Ait
Alami
Amine
Alaoui
Aziz
Abed
Anouar
Aqueel
Abdul
Baghdadi
Bakir
Bilal
Bachir
Bayoumi
Boutros
Cherkaoui
Daher
Darwish
Dawound
Essa
Ebeid
Elsayed
Fadel
Faheem
Faraj
Gaddafi
Ghulam
Ghazzawi
Habib
Hadid
Hafeez
Hasan
Hussain
Hajji
Hajjar
Halawa
Harbi
Homsi
Ibrahim
Iqbal
Irfan
Idrissi
Ihsan
Jalal
Jaziri
Jameel
Jaafar
Jubran
Karam
Khalid
Karim
Khalid
Khan
Khoury
Khalil
Lahlou
Latif
Malik
Mohammad
Magdy
Mostafa
Mansouri
Mukhtair
Mustapha
Mehdi
Noor
Naciri
Naji
Osman
Ouazzani
Qadir
Qureshi
Rafiq
Al Rashid
Ramadan
Rachid
Rabah
Rafiq
Sultan
Syed
Saad
Said
Shariq
Salem
Samir
Soliman
Sbai
Slimani
Sarkis
Shehab
Shishani
Tawil
Tazi
Taleb
Al Tajir
Wahid
Wahba
Yacoub
Yusuf
Youssef
Zaman
Ziadeh
